2018-01-25 08:38:32.622 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - Downloaded file https://raw.githubusercontent.com/Jioss/aurora-project/c7b68aea2bc7d592f8fc895a74a46180d390fac4/aurora_ide/aurora.ide.workflow.bpmn.core/model/BPMN20.gmfgraph
2018-01-25 08:38:32.622 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - TO: data-gmf/search/BPMN20_12.gmfgraph
2018-01-25 08:38:32.622 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - ADDED (31 of 1683): Jioss/aurora-project
2018-01-25 08:38:33.560 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - Downloaded file https://raw.githubusercontent.com/GeorgJung/Cadena_e/5d296f11fa6eb328e2a9cc600a66b916e509c9ab/GraphicalProcessEditor/model/GraphicalProcessEditorModel.gmfgraph
2018-01-25 08:38:33.560 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - TO: data-gmf/search/GraphicalProcessEditorModel.gmfgraph
2018-01-25 08:38:33.560 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - ADDED (32 of 1683): GeorgJung/Cadena_e
2018-01-25 08:38:34.033 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - Downloaded file https://raw.githubusercontent.com/tomtkarl/WSCreator/49ecda0cd3eff9e1cccb472f019504dfef434d01/helios/com.thoughtress.web_service/model/web_service.gmfgraph
2018-01-25 08:38:34.033 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - TO: data-gmf/search/web_service.gmfgraph
2018-01-25 08:38:34.033 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - ADDED (33 of 1683): tomtkarl/WSCreator
2018-01-25 08:38:34.483 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - Downloaded file https://raw.githubusercontent.com/flybird119/safiserver-all/039be68c5d4f7e65fd53f4a836eac39b3d349230/com.safi.asterisk.figures/mirrored.gmfgraph
2018-01-25 08:38:34.483 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - TO: data-gmf/search/mirrored_5.gmfgraph
2018-01-25 08:38:34.484 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - ADDED (34 of 1683): flybird119/safiserver-all
2018-01-25 08:38:34.929 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - Downloaded file https://raw.githubusercontent.com/flybird119/safiserver-all/039be68c5d4f7e65fd53f4a836eac39b3d349230/com.safi.asterisk.figures/models/mirrored.gmfgraph
2018-01-25 08:38:34.930 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - TO: data-gmf/search/mirrored_6.gmfgraph
2018-01-25 08:38:34.930 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - ADDED (35 of 1683): flybird119/safiserver-all
2018-01-25 08:38:35.436 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - Downloaded file https://raw.githubusercontent.com/ivanjimenez/tsoo/b7774991d469ed47d4cc6d272a430ba63c9c73a9/M1/UML/model/UML.gmfgraph
2018-01-25 08:38:35.437 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - TO: data-gmf/search/UML_3.gmfgraph
2018-01-25 08:38:35.437 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - ADDED (36 of 1683): ivanjimenez/tsoo
2018-01-25 08:38:36.003 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - Downloaded file https://raw.githubusercontent.com/adisandro/MMINT/24639eca8383d267f5cb050108f66ce11e26ea6b/plugins/Types/RelationalDatabase/edu.toronto.cs.se.modelepedia.relationaldatabase_mavo/model/relationaldatabase_mavo.gmfgraph
2018-01-25 08:38:36.003 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - TO: data-gmf/search/relationaldatabase_mavo.gmfgraph
2018-01-25 08:38:36.003 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - ADDED (37 of 1683): adisandro/MMINT
2018-01-25 08:38:36.506 [main] INFO  org.epsilonlabs.rescli.evaluation.GithubRepoSearchRunner - Downloaded file https://raw.githubusercontent.com/piece/piece-ide/6cc98c4a88204e22fafad228bb1fa883e500d731/com.piece_framework.piece_ide.flow_designer.model/model/FlowDesigner.gmfgraph
